,0,1,2,3,4,obj
0,2.6958677562363422,3.302489946493948,2.7457778358516443,0.979753879444276,1.7406543957860499,0.17101373761117353
1,2.698751491893296,3.2969557683247586,2.65681745872517,0.9739121883876724,2.000712828142359,0.1781134553742502
2,2.696022977368473,3.3019008768221503,2.7244842970619407,0.9714804699598854,2.8545386185174917,0.1731760826476929
3,2.6993791897838566,3.301759279331307,2.719410555621966,0.9781740891833045,1.809167418299029,0.17280135753046175
4,2.6911452315544127,3.303290224504442,2.9479117068374787,0.9983430587911131,1.7017005515288117,0.1644029708391612
5,2.688530125158685,3.304551348612136,2.962943726007456,1.0102273578112886,0.15929268122129897,0.16631735676963963
6,2.6896333517628794,3.3005643454656917,2.663563562588064,0.9785414612219816,0.3634344192452547,0.17625780609557165
7,2.693664982050196,3.302324175543765,2.849007935937947,0.990099850490939,1.7151072066658197,0.1664786991049054
8,2.703391484502504,3.3101544632506354,2.6052656300870862,0.9716438930101059,0.3510775997432828,0.18169021735787236
9,2.6941685645027404,3.2982059275655886,2.713895530624088,0.9784409172272839,2.705678824287684,0.17415462246570887
