,0,1,2,3,4,5,6,obj
0,2.616493669209567,3.140267258752927,2.9339863180399215,1.033174668803956,1.208577555230566,0.19259757471775746,0.6066811741711896,0.1661794571534556
1,2.598486237685806,3.189845706422446,2.5970368922477083,0.8095034350238489,2.68883443554673,0.3341042194341533,0.5302744149554594,0.1760656490977036
2,2.6240077848184984,3.519939757219911,2.7988340206851565,1.0510710900859654,2.1659785210592024,0.4992582056486459,0.35052569398604777,0.16792673990727788
3,2.7347548206071797,3.42307976566584,2.504776284191208,0.9565359146990531,1.1280063290121731,0.3380886234334424,0.5651503640100752,0.19114567554047154
4,2.6814806462587235,3.1243778603039254,2.5169039685572856,0.8818312799060055,1.687164790670852,0.5915019997875002,0.2972725256612835,0.1888914659781736
5,2.5516847252976365,3.445722593410024,2.542416075116613,0.9558621172640632,1.9727842684551709,0.5294519677013968,0.6365413712997462,0.18602446045324816
6,2.7170364609043696,3.112266280091347,2.5126233686675983,0.963714484909442,2.1581501730780577,0.6608570730517661,0.3323085929391338,0.1931421489028379
7,2.6353202414182313,3.3403948103955092,2.7562044072060514,1.0570118036272067,2.3710532747930633,0.5607276133625366,0.4638210405735606,0.17340106209485595
8,2.6643564632375387,3.3894557924616744,2.973952685406793,1.1405285597085426,0.22688409208609756,0.3484950607497029,0.5656912822088157,0.17015519721254824
9,2.6490652464983797,3.3755051867644355,2.959156759291393,1.0837504307496781,0.3092214489081999,0.20995402549623846,0.6256649887765622,0.16876797281979206
